Data,Município,Índice
18 de jul. de 2020,Iranduba,0.39
18 de jul. de 2020,Manaus,0.39
18 de jul. de 2020,Rio Preto da Eva,0.42
18 de jul. de 2020,Manacapuru,0.4
18 de jul. de 2020,Borba,0.44
18 de jul. de 2020,Careiro,0.41
18 de jul. de 2020,Maués,0.32
18 de jul. de 2020,Lábrea,0.46
18 de jul. de 2020,Careiro da Várzea,0.56
18 de jul. de 2020,Parintins,0.35
18 de jul. de 2020,Tefé,0.42
18 de jul. de 2020,São Gabriel da Cachoeira,0.34
18 de jul. de 2020,Boca do Acre,0.47
18 de jul. de 2020,Humaitá,0.41
18 de jul. de 2020,Coari,0.44
19 de jul. de 2020,Humaitá,0.48
19 de jul. de 2020,Lábrea,0.57
19 de jul. de 2020,Tabatinga,0.42
19 de jul. de 2020,Careiro,0.47
19 de jul. de 2020,Itacoatiara,0.45
19 de jul. de 2020,Maués,0.38
19 de jul. de 2020,Coari,0.54
19 de jul. de 2020,Boca do Acre,0.55
19 de jul. de 2020,Rio Preto da Eva,0.41
19 de jul. de 2020,Manacapuru,0.46
19 de jul. de 2020,Careiro da Várzea,0.57
19 de jul. de 2020,Autazes,0.49
19 de jul. de 2020,Manaus,0.46
19 de jul. de 2020,São Gabriel da Cachoeira,0.38
19 de jul. de 2020,Tefé,0.45
19 de jul. de 2020,Manicoré,0.56
19 de jul. de 2020,Iranduba,0.46
19 de jul. de 2020,Parintins,0.43
19 de jul. de 2020,Borba,0.45
19 de jul. de 2020,Presidente Figueiredo,0.47
20 de jul. de 2020,Tefé,0.38
20 de jul. de 2020,Tabatinga,0.38
20 de jul. de 2020,Itacoatiara,0.38
20 de jul. de 2020,Autazes,0.42
20 de jul. de 2020,Careiro,0.38
20 de jul. de 2020,São Gabriel da Cachoeira,0.32
20 de jul. de 2020,Boca do Acre,0.44
20 de jul. de 2020,Presidente Figueiredo,0.41
20 de jul. de 2020,Lábrea,0.45
20 de jul. de 2020,Manicoré,0.47
20 de jul. de 2020,Careiro da Várzea,0.56
20 de jul. de 2020,Iranduba,0.41
20 de jul. de 2020,Coari,0.42
20 de jul. de 2020,Manacapuru,0.41
20 de jul. de 2020,Humaitá,0.4
20 de jul. de 2020,Borba,0.37
20 de jul. de 2020,Manaus,0.41
20 de jul. de 2020,Parintins,0.33
20 de jul. de 2020,Rio Preto da Eva,0.41
20 de jul. de 2020,Maués,0.34
21 de jul. de 2020,Presidente Figueiredo,0.45
21 de jul. de 2020,Rio Preto da Eva,0.39
21 de jul. de 2020,Manacapuru,0.4
21 de jul. de 2020,Humaitá,0.4
21 de jul. de 2020,Manaus,0.41
21 de jul. de 2020,Maués,0.38
21 de jul. de 2020,São Gabriel da Cachoeira,0.33
21 de jul. de 2020,Parintins,0.35
21 de jul. de 2020,Coari,0.38
21 de jul. de 2020,Manicoré,0.45
21 de jul. de 2020,Autazes,0.46
21 de jul. de 2020,Boca do Acre,0.44
21 de jul. de 2020,Tabatinga,0.4
21 de jul. de 2020,Careiro,0.42
21 de jul. de 2020,Itacoatiara,0.4
21 de jul. de 2020,Careiro da Várzea,0.6
21 de jul. de 2020,Iranduba,0.38
21 de jul. de 2020,Borba,0.39
21 de jul. de 2020,Tefé,0.42
21 de jul. de 2020,Lábrea,0.5
22 de jul. de 2020,Humaitá,0.37
22 de jul. de 2020,Iranduba,0.4
22 de jul. de 2020,Careiro da Várzea,0.56
22 de jul. de 2020,Itacoatiara,0.39
22 de jul. de 2020,Manicoré,0.48
22 de jul. de 2020,Manaus,0.4
22 de jul. de 2020,Rio Preto da Eva,0.39
22 de jul. de 2020,Autazes,0.38
22 de jul. de 2020,Presidente Figueiredo,0.43
22 de jul. de 2020,Tefé,0.42
22 de jul. de 2020,Tabatinga,0.39
22 de jul. de 2020,Lábrea,0.47
22 de jul. de 2020,Manacapuru,0.4
22 de jul. de 2020,Coari,0.45
22 de jul. de 2020,Boca do Acre,0.44
22 de jul. de 2020,Parintins,0.37
22 de jul. de 2020,São Gabriel da Cachoeira,0.38
22 de jul. de 2020,Borba,0.4
22 de jul. de 2020,Maués,0.36
22 de jul. de 2020,Careiro,0.41
23 de jul. de 2020,Itacoatiara,0.4
23 de jul. de 2020,Autazes,0.44
23 de jul. de 2020,Iranduba,0.4
23 de jul. de 2020,Manaus,0.4
23 de jul. de 2020,Parintins,0.36
23 de jul. de 2020,Tefé,0.41
23 de jul. de 2020,Manicoré,0.51
23 de jul. de 2020,Boca do Acre,0.45
23 de jul. de 2020,Borba,0.4
23 de jul. de 2020,Manacapuru,0.4
23 de jul. de 2020,São Gabriel da Cachoeira,0.34
23 de jul. de 2020,Coari,0.46
23 de jul. de 2020,Tabatinga,0.44
23 de jul. de 2020,Maués,0.34
23 de jul. de 2020,Careiro,0.41
23 de jul. de 2020,Careiro da Várzea,0.54
23 de jul. de 2020,Lábrea,0.53
23 de jul. de 2020,Presidente Figueiredo,0.42
23 de jul. de 2020,Rio Preto da Eva,0.38
23 de jul. de 2020,Humaitá,0.39
24 de jul. de 2020,Manicoré,0.47
24 de jul. de 2020,Parintins,0.34
24 de jul. de 2020,Itacoatiara,0.39
24 de jul. de 2020,Iranduba,0.4
24 de jul. de 2020,Manaus,0.39
24 de jul. de 2020,Coari,0.45
24 de jul. de 2020,São Gabriel da Cachoeira,0.3
24 de jul. de 2020,Boca do Acre,0.43
24 de jul. de 2020,Autazes,0.44
24 de jul. de 2020,Tabatinga,0.39
24 de jul. de 2020,Careiro,0.45
24 de jul. de 2020,Manacapuru,0.41
24 de jul. de 2020,Careiro da Várzea,0.54
24 de jul. de 2020,Borba,0.45
24 de jul. de 2020,Humaitá,0.4
24 de jul. de 2020,Tefé,0.38
24 de jul. de 2020,Lábrea,0.49
24 de jul. de 2020,Rio Preto da Eva,0.35
24 de jul. de 2020,Maués,0.32
24 de jul. de 2020,Presidente Figueiredo,0.41
25 de jul. de 2020,Maués,0.39
25 de jul. de 2020,Tefé,0.45
25 de jul. de 2020,Rio Preto da Eva,0.38
25 de jul. de 2020,Itacoatiara,0.39
25 de jul. de 2020,Iranduba,0.39
25 de jul. de 2020,Manicoré,0.51
25 de jul. de 2020,Manacapuru,0.43
25 de jul. de 2020,Presidente Figueiredo,0.44
25 de jul. de 2020,Lábrea,0.5
25 de jul. de 2020,Tabatinga,0.44
25 de jul. de 2020,Parintins,0.35
25 de jul. de 2020,Manaus,0.41
25 de jul. de 2020,Borba,0.48
25 de jul. de 2020,Careiro,0.43
25 de jul. de 2020,Boca do Acre,0.44
25 de jul. de 2020,Humaitá,0.41
25 de jul. de 2020,Coari,0.49
25 de jul. de 2020,Autazes,0.43
25 de jul. de 2020,Careiro da Várzea,0.63
25 de jul. de 2020,São Gabriel da Cachoeira,0.39
26 de jul. de 2020,São Gabriel da Cachoeira,0.39
26 de jul. de 2020,Rio Preto da Eva,0.42
26 de jul. de 2020,Coari,0.54
26 de jul. de 2020,Iranduba,0.47
26 de jul. de 2020,Careiro da Várzea,0.62
26 de jul. de 2020,Boca do Acre,0.51
26 de jul. de 2020,Careiro,0.52
26 de jul. de 2020,Tabatinga,0.51
26 de jul. de 2020,Maués,0.4
26 de jul. de 2020,Manaus,0.47
26 de jul. de 2020,Autazes,0.55
26 de jul. de 2020,Manacapuru,0.48
26 de jul. de 2020,Tefé,0.44
26 de jul. de 2020,Humaitá,0.48
26 de jul. de 2020,Lábrea,0.51
26 de jul. de 2020,Itacoatiara,0.43
26 de jul. de 2020,Presidente Figueiredo,0.47
26 de jul. de 2020,Manicoré,0.52
26 de jul. de 2020,Borba,0.4
26 de jul. de 2020,Parintins,0.39
27 de jul. de 2020,Humaitá,0.41
27 de jul. de 2020,Lábrea,0.43
27 de jul. de 2020,Tabatinga,0.44
27 de jul. de 2020,Itacoatiara,0.39
27 de jul. de 2020,Presidente Figueiredo,0.39
27 de jul. de 2020,Careiro,0.41
27 de jul. de 2020,Autazes,0.44
27 de jul. de 2020,São Gabriel da Cachoeira,0.32
27 de jul. de 2020,Coari,0.44
27 de jul. de 2020,Tefé,0.42
27 de jul. de 2020,Borba,0.37
27 de jul. de 2020,Manaus,0.41
27 de jul. de 2020,Manicoré,0.46
27 de jul. de 2020,Parintins,0.33
27 de jul. de 2020,Maués,0.31
27 de jul. de 2020,Iranduba,0.39
27 de jul. de 2020,Manacapuru,0.4
27 de jul. de 2020,Boca do Acre,0.37
27 de jul. de 2020,Careiro da Várzea,0.56
27 de jul. de 2020,Rio Preto da Eva,0.36
28 de jul. de 2020,Humaitá,0.39
28 de jul. de 2020,Coari,0.46
28 de jul. de 2020,Manicoré,0.47
28 de jul. de 2020,Manaus,0.4
28 de jul. de 2020,Boca do Acre,0.41
28 de jul. de 2020,Rio Preto da Eva,0.41
28 de jul. de 2020,Maués,0.28
28 de jul. de 2020,Iranduba,0.39
28 de jul. de 2020,Autazes,0.44
28 de jul. de 2020,Borba,0.42
28 de jul. de 2020,Careiro,0.4
28 de jul. de 2020,Parintins,0.36
28 de jul. de 2020,Tabatinga,0.43
28 de jul. de 2020,Lábrea,0.42
28 de jul. de 2020,Careiro da Várzea,0.59
28 de jul. de 2020,Tefé,0.41
28 de jul. de 2020,Manacapuru,0.42
28 de jul. de 2020,Itacoatiara,0.38
28 de jul. de 2020,Presidente Figueiredo,0.38
28 de jul. de 2020,São Gabriel da Cachoeira,0.39
29 de jul. de 2020,Rio Preto da Eva,0.38
29 de jul. de 2020,Maués,0.31
29 de jul. de 2020,Humaitá,0.44
29 de jul. de 2020,Manaus,0.4
29 de jul. de 2020,Itacoatiara,0.37
29 de jul. de 2020,Coari,0.42
29 de jul. de 2020,Manicoré,0.45
29 de jul. de 2020,Lábrea,0.46
29 de jul. de 2020,Autazes,0.4
29 de jul. de 2020,Tefé,0.41
29 de jul. de 2020,Manacapuru,0.39
29 de jul. de 2020,Borba,0.44
29 de jul. de 2020,Parintins,0.34
29 de jul. de 2020,Presidente Figueiredo,0.43
29 de jul. de 2020,Careiro,0.41
29 de jul. de 2020,Tabatinga,0.38
29 de jul. de 2020,São Gabriel da Cachoeira,0.35
29 de jul. de 2020,Careiro da Várzea,0.51
29 de jul. de 2020,Iranduba,0.39
29 de jul. de 2020,Boca do Acre,0.46
30 de jul. de 2020,Autazes,0.42
30 de jul. de 2020,Boca do Acre,0.43
30 de jul. de 2020,Manaus,0.4
30 de jul. de 2020,Manicoré,0.46
30 de jul. de 2020,Iranduba,0.4
30 de jul. de 2020,Itacoatiara,0.35
30 de jul. de 2020,Careiro,0.37
30 de jul. de 2020,Maués,0.34
30 de jul. de 2020,Lábrea,0.47
30 de jul. de 2020,São Gabriel da Cachoeira,0.33
30 de jul. de 2020,Coari,0.39
30 de jul. de 2020,Parintins,0.35
30 de jul. de 2020,Manacapuru,0.4
30 de jul. de 2020,Presidente Figueiredo,0.4
30 de jul. de 2020,Borba,0.44
30 de jul. de 2020,Rio Preto da Eva,0.41
30 de jul. de 2020,Tabatinga,0.41
30 de jul. de 2020,Humaitá,0.42
30 de jul. de 2020,Tefé,0.43
30 de jul. de 2020,Careiro da Várzea,0.48
31 de jul. de 2020,Maués,0.34
31 de jul. de 2020,São Gabriel da Cachoeira,0.3
31 de jul. de 2020,Iranduba,0.38
31 de jul. de 2020,Tefé,0.37
31 de jul. de 2020,Rio Preto da Eva,0.35
31 de jul. de 2020,Lábrea,0.39
31 de jul. de 2020,Manaus,0.39
31 de jul. de 2020,Tabatinga,0.34
31 de jul. de 2020,Itacoatiara,0.32
31 de jul. de 2020,Manicoré,0.44
31 de jul. de 2020,Coari,0.44
31 de jul. de 2020,Parintins,0.33
31 de jul. de 2020,Autazes,0.48
31 de jul. de 2020,Careiro,0.42
31 de jul. de 2020,Careiro da Várzea,0.51
31 de jul. de 2020,Humaitá,0.36
31 de jul. de 2020,Boca do Acre,0.46
31 de jul. de 2020,Manacapuru,0.39
31 de jul. de 2020,Borba,0.41
31 de jul. de 2020,Presidente Figueiredo,0.38
1 de ago. de 2020,Itacoatiara,0.36
1 de ago. de 2020,Maués,0.32
1 de ago. de 2020,Tefé,0.41
1 de ago. de 2020,Lábrea,0.43
1 de ago. de 2020,Tabatinga,0.4
1 de ago. de 2020,Iranduba,0.41
1 de ago. de 2020,Presidente Figueiredo,0.42
1 de ago. de 2020,Humaitá,0.4
1 de ago. de 2020,Careiro,0.45
1 de ago. de 2020,Manacapuru,0.41
1 de ago. de 2020,Rio Preto da Eva,0.42
1 de ago. de 2020,Manicoré,0.45
1 de ago. de 2020,São Gabriel da Cachoeira,0.34
1 de ago. de 2020,Parintins,0.36
1 de ago. de 2020,Careiro da Várzea,0.5
1 de ago. de 2020,Autazes,0.44
1 de ago. de 2020,Boca do Acre,0.46
1 de ago. de 2020,Manaus,0.4
1 de ago. de 2020,Coari,0.44
1 de ago. de 2020,Borba,0.4
2 de ago. de 2020,Boca do Acre,0.52
2 de ago. de 2020,Lábrea,0.57
2 de ago. de 2020,Parintins,0.34
2 de ago. de 2020,Humaitá,0.41
2 de ago. de 2020,São Gabriel da Cachoeira,0.39
2 de ago. de 2020,Careiro da Várzea,0.56
2 de ago. de 2020,Careiro,0.45
2 de ago. de 2020,Maués,0.37
2 de ago. de 2020,Coari,0.47
2 de ago. de 2020,Itacoatiara,0.38
2 de ago. de 2020,Tefé,0.43
2 de ago. de 2020,Borba,0.44
2 de ago. de 2020,Rio Preto da Eva,0.45
2 de ago. de 2020,Manicoré,0.47
2 de ago. de 2020,Manaus,0.46
2 de ago. de 2020,Presidente Figueiredo,0.5
2 de ago. de 2020,Tabatinga,0.44
2 de ago. de 2020,Manacapuru,0.43
2 de ago. de 2020,Iranduba,0.44
2 de ago. de 2020,Autazes,0.46
3 de ago. de 2020,Iranduba,0.41
3 de ago. de 2020,Maués,0.29
3 de ago. de 2020,Parintins,0.31
3 de ago. de 2020,Itacoatiara,0.36
3 de ago. de 2020,Manicoré,0.43
3 de ago. de 2020,Manacapuru,0.38
3 de ago. de 2020,Boca do Acre,0.48
3 de ago. de 2020,Coari,0.42
3 de ago. de 2020,Careiro da Várzea,0.46
3 de ago. de 2020,Tefé,0.4
3 de ago. de 2020,Manaus,0.4
3 de ago. de 2020,Rio Preto da Eva,0.41
3 de ago. de 2020,Borba,0.34
3 de ago. de 2020,Humaitá,0.41
3 de ago. de 2020,Presidente Figueiredo,0.4
3 de ago. de 2020,Tabatinga,0.37
3 de ago. de 2020,Lábrea,0.46
3 de ago. de 2020,Autazes,0.41
3 de ago. de 2020,Careiro,0.38
3 de ago. de 2020,São Gabriel da Cachoeira,0.28
4 de ago. de 2020,Coari,0.37
4 de ago. de 2020,Parintins,0.31
4 de ago. de 2020,Borba,0.4
4 de ago. de 2020,Maués,0.28
4 de ago. de 2020,São Gabriel da Cachoeira,0.28
4 de ago. de 2020,Tefé,0.41
4 de ago. de 2020,Careiro da Várzea,0.51
4 de ago. de 2020,Boca do Acre,0.45
4 de ago. de 2020,Manaus,0.39
4 de ago. de 2020,Iranduba,0.37
4 de ago. de 2020,Manacapuru,0.39
4 de ago. de 2020,Manicoré,0.42
4 de ago. de 2020,Careiro,0.41
4 de ago. de 2020,Tabatinga,0.4
4 de ago. de 2020,Itacoatiara,0.35
4 de ago. de 2020,Humaitá,0.36
4 de ago. de 2020,Autazes,0.46
4 de ago. de 2020,Rio Preto da Eva,0.41
4 de ago. de 2020,Lábrea,0.44
4 de ago. de 2020,Presidente Figueiredo,0.38
5 de ago. de 2020,São Gabriel da Cachoeira,0.35
5 de ago. de 2020,Iranduba,0.38
5 de ago. de 2020,Parintins,0.31
5 de ago. de 2020,Careiro,0.43
5 de ago. de 2020,Maués,0.28
5 de ago. de 2020,Tefé,0.42
5 de ago. de 2020,Manaus,0.37
5 de ago. de 2020,Manicoré,0.38
5 de ago. de 2020,Careiro da Várzea,0.56
5 de ago. de 2020,Tabatinga,0.38
5 de ago. de 2020,Coari,0.39
5 de ago. de 2020,Humaitá,0.34
5 de ago. de 2020,Rio Preto da Eva,0.36
5 de ago. de 2020,Itacoatiara,0.33
5 de ago. de 2020,Presidente Figueiredo,0.38
5 de ago. de 2020,Manacapuru,0.34
5 de ago. de 2020,Lábrea,0.41
5 de ago. de 2020,Borba,0.37
5 de ago. de 2020,Boca do Acre,0.48
5 de ago. de 2020,Autazes,0.42
6 de ago. de 2020,Parintins,0.32
6 de ago. de 2020,Careiro da Várzea,0.61
6 de ago. de 2020,Presidente Figueiredo,0.37
6 de ago. de 2020,Autazes,0.45
6 de ago. de 2020,Boca do Acre,0.51
6 de ago. de 2020,Careiro,0.44
6 de ago. de 2020,Manaus,0.38
6 de ago. de 2020,Itacoatiara,0.38
6 de ago. de 2020,Borba,0.37
6 de ago. de 2020,Iranduba,0.41
6 de ago. de 2020,Coari,0.44
6 de ago. de 2020,Humaitá,0.39
6 de ago. de 2020,Lábrea,0.44
6 de ago. de 2020,Tabatinga,0.36
6 de ago. de 2020,São Gabriel da Cachoeira,0.32
6 de ago. de 2020,Rio Preto da Eva,0.37
6 de ago. de 2020,Tefé,0.38
6 de ago. de 2020,Manicoré,0.42
6 de ago. de 2020,Maués,0.36
6 de ago. de 2020,Manacapuru,0.38
7 de ago. de 2020,Careiro da Várzea,0.48
7 de ago. de 2020,Tefé,0.37
7 de ago. de 2020,Boca do Acre,0.43
7 de ago. de 2020,Borba,0.39
7 de ago. de 2020,Tabatinga,0.46
7 de ago. de 2020,Coari,0.39
7 de ago. de 2020,Presidente Figueiredo,0.35
7 de ago. de 2020,Humaitá,0.36
7 de ago. de 2020,São Gabriel da Cachoeira,0.26
7 de ago. de 2020,Manaus,0.36
7 de ago. de 2020,Manacapuru,0.37
7 de ago. de 2020,Autazes,0.44
7 de ago. de 2020,Manicoré,0.44
7 de ago. de 2020,Parintins,0.32
7 de ago. de 2020,Itacoatiara,0.35
7 de ago. de 2020,Maués,0.29
7 de ago. de 2020,Rio Preto da Eva,0.36
7 de ago. de 2020,Iranduba,0.39
7 de ago. de 2020,Careiro,0.36
7 de ago. de 2020,Lábrea,0.39
8 de ago. de 2020,São Gabriel da Cachoeira,0.26
8 de ago. de 2020,Humaitá,0.39
8 de ago. de 2020,Presidente Figueiredo,0.43
8 de ago. de 2020,Maués,0.36
8 de ago. de 2020,Tabatinga,0.38
8 de ago. de 2020,Iranduba,0.41
8 de ago. de 2020,Parintins,0.32
8 de ago. de 2020,Autazes,0.45
8 de ago. de 2020,Rio Preto da Eva,0.43
8 de ago. de 2020,Manicoré,0.43
8 de ago. de 2020,Tefé,0.35
8 de ago. de 2020,Borba,0.47
8 de ago. de 2020,Manaus,0.39
8 de ago. de 2020,Manacapuru,0.38
8 de ago. de 2020,Itacoatiara,0.36
8 de ago. de 2020,Careiro da Várzea,0.57
8 de ago. de 2020,Boca do Acre,0.47
8 de ago. de 2020,Careiro,0.44
8 de ago. de 2020,Lábrea,0.48
8 de ago. de 2020,Coari,0.46
9 de ago. de 2020,Manicoré,0.43
9 de ago. de 2020,Presidente Figueiredo,0.44
9 de ago. de 2020,Coari,0.49
9 de ago. de 2020,Tefé,0.44
9 de ago. de 2020,Humaitá,0.41
9 de ago. de 2020,São Gabriel da Cachoeira,0.32
9 de ago. de 2020,Lábrea,0.49
9 de ago. de 2020,Autazes,0.4
9 de ago. de 2020,Boca do Acre,0.5
9 de ago. de 2020,Itacoatiara,0.38
9 de ago. de 2020,Manacapuru,0.43
9 de ago. de 2020,Borba,0.41
9 de ago. de 2020,Manaus,0.43
9 de ago. de 2020,Careiro da Várzea,0.54
9 de ago. de 2020,Careiro,0.44
9 de ago. de 2020,Tabatinga,0.45
9 de ago. de 2020,Parintins,0.35
9 de ago. de 2020,Iranduba,0.43
9 de ago. de 2020,Maués,0.44
9 de ago. de 2020,Rio Preto da Eva,0.43
10 de ago. de 2020,Manacapuru,0.39
10 de ago. de 2020,Lábrea,0.49
10 de ago. de 2020,Parintins,0.32
10 de ago. de 2020,Manaus,0.39
10 de ago. de 2020,Manicoré,0.37
10 de ago. de 2020,Iranduba,0.4
10 de ago. de 2020,Presidente Figueiredo,0.39
10 de ago. de 2020,Borba,0.42
10 de ago. de 2020,Coari,0.43
10 de ago. de 2020,Autazes,0.42
10 de ago. de 2020,São Gabriel da Cachoeira,0.3
10 de ago. de 2020,Rio Preto da Eva,0.39
10 de ago. de 2020,Careiro,0.39
10 de ago. de 2020,Itacoatiara,0.33
10 de ago. de 2020,Humaitá,0.34
10 de ago. de 2020,Maués,0.3
10 de ago. de 2020,Tefé,0.37
10 de ago. de 2020,Tabatinga,0.35
10 de ago. de 2020,Boca do Acre,0.42
10 de ago. de 2020,Careiro da Várzea,0.48
11 de ago. de 2020,Manaus,0.38
11 de ago. de 2020,Careiro,0.38
11 de ago. de 2020,Maués,0.3
11 de ago. de 2020,Manacapuru,0.4
11 de ago. de 2020,Parintins,0.37
11 de ago. de 2020,Humaitá,0.39
11 de ago. de 2020,São Gabriel da Cachoeira,0.3
11 de ago. de 2020,Coari,0.42
11 de ago. de 2020,Borba,0.33
11 de ago. de 2020,Iranduba,0.43
11 de ago. de 2020,Manicoré,0.39
11 de ago. de 2020,Autazes,0.44
11 de ago. de 2020,Itacoatiara,0.38
11 de ago. de 2020,Rio Preto da Eva,0.4
11 de ago. de 2020,Presidente Figueiredo,0.36
11 de ago. de 2020,Boca do Acre,0.43
11 de ago. de 2020,Tabatinga,0.36
11 de ago. de 2020,Lábrea,0.38
11 de ago. de 2020,Tefé,0.4
11 de ago. de 2020,Careiro da Várzea,0.52
12 de ago. de 2020,Careiro,0.43
12 de ago. de 2020,Coari,0.4
12 de ago. de 2020,Borba,0.39
12 de ago. de 2020,Itacoatiara,0.37
12 de ago. de 2020,Presidente Figueiredo,0.41
12 de ago. de 2020,Boca do Acre,0.44
12 de ago. de 2020,Autazes,0.43
12 de ago. de 2020,São Gabriel da Cachoeira,0.36
12 de ago. de 2020,Lábrea,0.42
12 de ago. de 2020,Manacapuru,0.38
12 de ago. de 2020,Maués,0.35
12 de ago. de 2020,Manaus,0.38
12 de ago. de 2020,Careiro da Várzea,0.52
12 de ago. de 2020,Manicoré,0.41
12 de ago. de 2020,Tefé,0.41
12 de ago. de 2020,Tabatinga,0.39
12 de ago. de 2020,Parintins,0.33
12 de ago. de 2020,Humaitá,0.41
12 de ago. de 2020,Iranduba,0.39
12 de ago. de 2020,Rio Preto da Eva,0.42
13 de ago. de 2020,Borba,0.4
13 de ago. de 2020,Manicoré,0.39
13 de ago. de 2020,Itacoatiara,0.36
13 de ago. de 2020,Careiro,0.45
13 de ago. de 2020,Autazes,0.44
13 de ago. de 2020,Presidente Figueiredo,0.44
13 de ago. de 2020,Boca do Acre,0.5
13 de ago. de 2020,Lábrea,0.49
13 de ago. de 2020,São Gabriel da Cachoeira,0.32
13 de ago. de 2020,Humaitá,0.35
13 de ago. de 2020,Parintins,0.34
13 de ago. de 2020,Manacapuru,0.39
13 de ago. de 2020,Coari,0.4
13 de ago. de 2020,Rio Preto da Eva,0.42
13 de ago. de 2020,Careiro da Várzea,0.48
13 de ago. de 2020,Manaus,0.39
13 de ago. de 2020,Tabatinga,0.37
13 de ago. de 2020,Maués,0.35
13 de ago. de 2020,Iranduba,0.43
13 de ago. de 2020,Tefé,0.45
14 de ago. de 2020,Manaus,0.38
14 de ago. de 2020,Boca do Acre,0.46
14 de ago. de 2020,Manacapuru,0.4
14 de ago. de 2020,Tefé,0.42
14 de ago. de 2020,Careiro,0.42
14 de ago. de 2020,Lábrea,0.4
14 de ago. de 2020,Manicoré,0.42
14 de ago. de 2020,Rio Preto da Eva,0.41
14 de ago. de 2020,Iranduba,0.4
14 de ago. de 2020,Parintins,0.35
14 de ago. de 2020,Borba,0.4
14 de ago. de 2020,Coari,0.45
14 de ago. de 2020,Presidente Figueiredo,0.41
14 de ago. de 2020,Itacoatiara,0.32
14 de ago. de 2020,Maués,0.35
14 de ago. de 2020,Humaitá,0.36
14 de ago. de 2020,São Gabriel da Cachoeira,0.35
14 de ago. de 2020,Autazes,0.44
14 de ago. de 2020,Tabatinga,0.36
14 de ago. de 2020,Careiro da Várzea,0.56
15 de ago. de 2020,Presidente Figueiredo,0.44
15 de ago. de 2020,Careiro da Várzea,0.55
15 de ago. de 2020,Boca do Acre,0.46
15 de ago. de 2020,Coari,0.45
15 de ago. de 2020,Autazes,0.44
15 de ago. de 2020,São Gabriel da Cachoeira,0.38
15 de ago. de 2020,Rio Preto da Eva,0.46
15 de ago. de 2020,Lábrea,0.43
15 de ago. de 2020,Humaitá,0.36
15 de ago. de 2020,Tefé,0.42
15 de ago. de 2020,Manaus,0.4
15 de ago. de 2020,Manacapuru,0.4
15 de ago. de 2020,Borba,0.46
15 de ago. de 2020,Tabatinga,0.41
15 de ago. de 2020,Iranduba,0.41
15 de ago. de 2020,Manicoré,0.42
15 de ago. de 2020,Parintins,0.38
15 de ago. de 2020,Maués,0.35
15 de ago. de 2020,Itacoatiara,0.37
15 de ago. de 2020,Careiro,0.5
16 de ago. de 2020,Manicoré,0.43
16 de ago. de 2020,Coari,0.45
16 de ago. de 2020,Manaus,0.46
16 de ago. de 2020,Tabatinga,0.46
16 de ago. de 2020,Iranduba,0.47
16 de ago. de 2020,Boca do Acre,0.52
16 de ago. de 2020,Careiro,0.49
16 de ago. de 2020,Parintins,0.36
16 de ago. de 2020,Rio Preto da Eva,0.55
16 de ago. de 2020,Autazes,0.49
16 de ago. de 2020,Itacoatiara,0.4
16 de ago. de 2020,Lábrea,0.47
16 de ago. de 2020,Borba,0.4
16 de ago. de 2020,Manacapuru,0.44
16 de ago. de 2020,Maués,0.33
16 de ago. de 2020,Humaitá,0.45
16 de ago. de 2020,Presidente Figueiredo,0.5
16 de ago. de 2020,Careiro da Várzea,0.63
16 de ago. de 2020,Tefé,0.51
16 de ago. de 2020,São Gabriel da Cachoeira,0.42
17 de ago. de 2020,Tefé,0.4
17 de ago. de 2020,Humaitá,0.39
17 de ago. de 2020,Iranduba,0.41
17 de ago. de 2020,Maués,0.35
17 de ago. de 2020,São Gabriel da Cachoeira,0.31
17 de ago. de 2020,Careiro,0.42
17 de ago. de 2020,Manacapuru,0.4
17 de ago. de 2020,Coari,0.39
17 de ago. de 2020,Careiro da Várzea,0.56
17 de ago. de 2020,Boca do Acre,0.44
17 de ago. de 2020,Presidente Figueiredo,0.38
17 de ago. de 2020,Itacoatiara,0.35
17 de ago. de 2020,Manaus,0.39
17 de ago. de 2020,Tabatinga,0.38
17 de ago. de 2020,Manicoré,0.39
17 de ago. de 2020,Rio Preto da Eva,0.41
17 de ago. de 2020,Borba,0.41
17 de ago. de 2020,Parintins,0.37
17 de ago. de 2020,Autazes,0.42
17 de ago. de 2020,Lábrea,0.43
18 de ago. de 2020,Boca do Acre,0.49
18 de ago. de 2020,Iranduba,0.4
18 de ago. de 2020,Presidente Figueiredo,0.41
18 de ago. de 2020,São Gabriel da Cachoeira,0.34
18 de ago. de 2020,Itacoatiara,0.38
18 de ago. de 2020,Manicoré,0.41
18 de ago. de 2020,Tefé,0.37
18 de ago. de 2020,Coari,0.41
18 de ago. de 2020,Humaitá,0.36
18 de ago. de 2020,Careiro,0.43
18 de ago. de 2020,Manacapuru,0.41
18 de ago. de 2020,Maués,0.35
18 de ago. de 2020,Borba,0.45
18 de ago. de 2020,Rio Preto da Eva,0.37
18 de ago. de 2020,Lábrea,0.44
18 de ago. de 2020,Parintins,0.32
18 de ago. de 2020,Careiro da Várzea,0.55
18 de ago. de 2020,Tabatinga,0.32
18 de ago. de 2020,Manaus,0.38
18 de ago. de 2020,Autazes,0.48
19 de ago. de 2020,Careiro da Várzea,0.52
19 de ago. de 2020,Autazes,0.45
19 de ago. de 2020,Maués,0.3
19 de ago. de 2020,Tefé,0.44
19 de ago. de 2020,Itacoatiara,0.34
